id,tweet,label
1329771561671417856,"Today Pfizer said it's asking U.S. regulators to allow emergency use of its COVID-19 vaccine.

https://t.co/1LXXp9iYRw @cbschicago #Pfizer #vaccine",Neutral
1266030447919804420,"Good news on development of new #covid19 #vaccines. Be sure to check out our website for how we can assist you in the #safety and #efficacy assessment of novel therapeutics, particularly those tailored to COVID-19.  https://t.co/JjUrOnLSyd via @medical_xpress",ProVax
1238769307456172034,Once they get a corona vaccine I don’t want to see any of you antivaxxers getting one. Don’t be a hypocrite.,ProVax
1328814394822705152,Free flu vaccines and COVID-19 tests! https://t.co/zXiJYnBofq,Neutral
1254610119876280320,"Bollywood Gupshup,Russian Researchers Will Test COVID19 Vaccine Using Special Mice - Consumer Watchdog  https://t.co/PaMmo29UPh",ProVax
1326040550957588480,I will not be taking this COVID-19 vaccine. A vaccine under 12 months is suicide. Anyone that disagrees feel free to take it first and allow me to apply technology to track every metric I can. #YouFirst,AntiVax
1325861441916833794,5) KEY thing to know—mRNA based Pfizer vaccine does *not* contain the virus itself. It only encodes the “spike protein” receptor portion that latches onto human cells. Vaccines are clever immune system training programs for your body. This mRNA vaccine cannot give you #COVID19. https://t.co/zkiuUsWoK1,ProVax
1325919597795700736,"This is pretty good news, but of course there is more work to be done. If we get a proven vaccine in 2021, I’ll be ecstatic. https://t.co/NWXRJ6RRo1",ProVax
1325767708386816000,"Huge news. Good for all of us regardless of our political opinions.

#vaccine #covid19 https://t.co/SirW4X3CLz",ProVax
1329092054836678656,"Dolly Parton’s $1 million donation helped fund Moderna’s COVID-19 vaccine 
https://t.co/tszIxxevKc",Neutral
1326211510557958144,Markets gone ‘rogue’ on coronavirus vaccine news face tough questions https://t.co/5U5eoZQolU,Neutral
1342311429429317632,From FireEye to Twitter to Covid-19 vaccine research ⁠— these were the biggest cyber attacks of 2020  https://t.co/gakyigiB8k via @BiIndia,Neutral
1325673710129385472,UK's coronavirus vaccine taskforce chief faces questions over biotech fund https://t.co/MJZkM79FlN,Neutral
1329213267177218048,"Investors are looking past the presidential election and toward a future with a safe and effective COVID-19 vaccine, according to Ameriprise Chief Market Strategist David Joy.  
 https://t.co/IC1hSBOJen",Neutral
1325864784026275851,"Seems like a good news
++++++++++++++++
Covid-19 vaccine from Pfizer and BioNTech is strongly effective, early data from large trial indicate https://t.co/r1g4S8DNWg via @statnews",ProVax
1242486272989462528,"If the world doesn't get a vaccine quickly to end #Coronavirus pandemic, The world especially Africa will soon be hit by something more deadlier than covid-19 Which is ""HUNGER"" remember about 10 million people in Nigeria presently experience chronic #hunger & the consequences  https://t.co/3bWDub4EDI",ProVax
1331136477049155585,@RahulGandhi 1. Government should provide to poor people only because they cannot afford. 2. Only poor will get. 3. Money lying unused in PM Rahat should be used for Covid 19 vaccine for poor people. This is useless kosh and should by closed after using the money available in it.,ProVax
1334160426968502275,"Today’s coronavirus news: Ontario is reporting 1,723 cases and 35 new deaths; U.K. first to OK Pfizer COVID-19 vaccine for emergency use; Thornhill’s Promenade Mall, T&amp;T, Longo’s, Dollarama charged
 https://t.co/cwvNkcCQt4",Neutral
1325891033746595851,Good news on a vaccine but only if you can afford it. 80% of countries will struggle without generic versions and Pfizer is committed to maximise profits from a patent. The world needs a patent-free solution. #TyskySour https://t.co/otJQgqHWH7,ProVax
1336321853837561857,"Thank you to 'young at heart' Ivy Smith, 97, who was one of the first people to have the #Covid19Vaccine today at #WilliamHarveyHospital. People will be notified as soon as the vaccine becomes available to them. Find out more: https://t.co/YEvHbLEm6o https://t.co/p5y8ZHKt4v",ProVax
1325795970119065600,"@NikkiHaley @pfizer @realDonaldTrump Nothing to do with Trump. Delete tweet, you look foolish.",Neutral
1326001997150003200,"@abcnews Covid19 vaccine ingredients need to be know. Does it contain DNA from monkey, swine, dog, human, or aluminium, formaldehyde, mercury and or other toxins?",AntiVax
1335233753975812096,A few hours of flu-like symptoms? 'Absolutely' worth it for this woman who was in a Covid-19 vaccine trial https://t.co/txSDxpJjnL,ProVax
1326963359728553984,via @PerilofAfrica #News Moderna shares rise as investors await its COVID vaccine data: A surge in COVID-19 infections across the US is giving pharmaceutical companies working on vaccines the data they need. https://t.co/mDO3xiV539 https://t.co/ap6zO5Wmtk,Neutral
1325716028387520513,Iran preparing to unveil human coronavirus vaccines soon https://t.co/byEvAJz8hJ https://t.co/RjGBIQfXbV,Neutral
1325891821214511104,"While we still have some time before the #vaccine is approved for use, this is definitely good news. It now appears that the vaccine against the dreaded #COVID19  is closer than ever.",ProVax
1325878299936120838,Good News: Pfizer COVID-19 vaccine 90 percent effective in phase 3 https://t.co/cXb4WUZ0VV,ProVax
1328371596390764547,Great thread by @nataliexdean about today's Moderna vaccine news https://t.co/IVqszNrFxm,Neutral
1326180169481150464,This vaccine is fake fake why do you want to kill more people Bihari why send it back to who ever sent it to you fuck you Buhari https://t.co/LRkKZ9rKQx,AntiVax
1326079650263683072,"An 80% uptake of a COVID-19 vaccine may be needed to protect communities from the novel coronavirus, but volatile levels of misinformation and vaccine mistrust could undermine efforts to tackle the pandemic, British scientists said on Tuesday. READ: https://t.co/6WcjLJ7DGC https://t.co/t5UKcebm1F",Neutral
1336329172050800640,"Doris going out raving. 

""A 90-year-old UK woman becomes the first in the world to receive a COVID-19 vaccine outside of trial""  https://t.co/rGDrMauSW1",Neutral
1325770589387296768,"This is great news!
Pfizer says early analysis shows its Covid-19 vaccine is 90% effective. 
https://t.co/Jj5acjP6bF",ProVax
1334623342700228617,@mmpadellan getting the Covid19 vaccine for me and my little family happy.,ProVax
1327593671043149825,"Anyone, please help me out. My mum has been talking crazy about the vaccine for Covid-19. Idiot la diaorg yang share benda merepek kat ws ni. Ish",Neutral
1326095487674568704,"Good luck with that vaccine theory , mutation like this mean we cannot have a vaccine for a long time. https://t.co/eETt5NHkbe",ProVax
1326150469484486657,Would you get the vaccine? https://t.co/eACgvcujUp,Neutral
1325805873340567560,Let all politicians and their families be the first to take it. And then lets see how they are doing in 6 months or less. These vaccines take years to make and hopefully get it right! No way this has taken that long to make so i won’t be getting one and never will 🙄 https://t.co/PcFL4NXNZM,AntiVax
1336149186236956672,"Hailing 'turning point', Britain begins roll-out of Pfizer's COVID-19 vaccine https://t.co/GRovzD9WFU",Neutral
1340666870857420800,Seeing the evil self-dealing fuckers who denied the significance of Covid being first to get a vaccine has me rearranging the players on my Fantasy Bastille’s Team Guillotine and Team Bayonet.,ProVax
1325791536265752577,@prazeredieta @FrankMeierCBS @pfizer @BioNTech_Group @realDonaldTrump I thought Donald was immune .  He said do not fear covid.   Why do we need a vaccine then ?  HOW DARE YOU !,ProVax
1326140489595281409,"Great news: A vaccine which can prevent nine out of 10 people getting Covid-19 is set to be put forward for emergency approval.

https://t.co/Zl1LXmhDO3

In case of any questions or if you need any assistance, please contact us via: https://t.co/BhthkRPYK4 https://t.co/HAfA618kOt",ProVax
1325778434627416064,@HKrassenstein BREAKING: Biden will have NOTHING to do with any vaccine for covid-19,Neutral
1325816727217840128,@MorlockP I won't take the coronavirus vaccine unless I can smoke it using Hunter's pipe.,AntiVax
1330956039278252037,We won’t win the fight against Covid if we deal with Covid in our country unless we deal with it everywhere in the world. It is a welcoming knowing the is effective vaccines but we need it every where in the world.,ProVax
1329081543566913536,"Getting better all the time – A second, better, vaccine against covid-19 arrives https://t.co/K92T6fUFCn",ProVax
1325891037706006531,Some good news today for the health of our population AND economy... @pfizer announced that an early analysis of its coronavirus vaccine trials suggested that it was more than 90% effective in preventing the disease.,ProVax
1325861129231298561,"My sister: I hear they are going to inject tracking chips with the COVID-19 vaccine

Me: Why the fuck would they do that when everyone willingly carries a phone, a literal tracking device, everywhere with them already? And face recognition is so damn good??

Her: Oh yeah. True...",ProVax
1328362039564230656,Bc it takes a long ass time to produce BILLIONS of vials of the vaccine. Its not just Americans receiving the vaccine - its literally billions of people. And its something that can't be done quickly. The coronavirus is what it is. Its not mutating. We know how to study &amp; work,Neutral
1331602758227660801,$PFE $BNTX $MRNA - U.S. aims to release 6.4M COVID-19 vaccine doses in first tranche - Reuters https://t.co/FLJzA17oVQ Great Dividend Stock BUY PFE !,Neutral
1329053710950002688,"The beginning of the end of COVID. 

Highly effective vaccines with no safety concerns.  https://t.co/Y73XKCdLnx",ProVax
1253703815951351808,@DeAnna4Congress @realDonaldTrump Oh the world can really count on us to lead! Nothing says “U can count on us” more than a POTUS suggesting that injecting disinfectant cleaners or bleach into our bodies may be a possible vaccine for Covid-19...U gonna follow his lead on that 1?,ProVax
1326074527823106048,"@NigelKellow 7) I won’t know what else is in the vaccine. What adjuvants and preservatives are there that could do harm
8) I don’t want manipulated dna of dog, monkey or aborted foetus’ in me
9) there has never been a successful coronavirus vaccine despite 20+ yrs of trying",AntiVax
1325770208699699206,"Pfizer’s coronavirus vaccine is more than 90 percent effective in first analysis, company reports https://t.co/floWGVTreo",Neutral
1325924202571046913,"@BOGRO06 @talkRADIO @THEJamesWhale @BrexitAlex Why get a vaccine that is around 90% effective, for a disease with a 99.5% or more survival rate and when we have an immune system that is 99.9% effective?  The vaccine cannot possibly be for Covid-19 as they have not isolated or quantified the original virus.",AntiVax
1325897141697585152,"I was still revelling in the wonderful novelty of good news - Joe Biden winning the US presidency and the prospect of a Covid-19 vaccine in quick succession. And then John Major suggests that we have not just one more referendum on independence, but two. 😭🇬🇧",ProVax
1332769597909557252,"@makmcguire @dabeardedbastrd @rebeccaabrook Note: Pfizer stated categorically, that Trump didn't have any impact on their vaccine, which was developed by a German pharmaceutical company, BioNTech.",Neutral
1333888254077251587,".@CDC's ACIP panel has entered the final stages of its meeting about who gets the #COVID19 vaccine first and is preparing to vote. https://t.co/DxqryIXNeu

See below for the current order up for the vote. 

HCP = health-care personnel; LTCF = long-term care facility. https://t.co/tUCcXpIMti",Neutral
1328092825720815616,"Not interested in vaccine either. Would rather be infected than risk a fast tracked vaccine.

I read up on nanospheres. Thought provoking technology ripe for criminal abuse.

2020 taught me a lot. Do not trust the govt, staying out of the Justice system is paramount https://t.co/zgkAPEqmEK",AntiVax
1330792339913256960,"I trust the very intelligent scientists who've manufactured The Oxford vaccine, this is amazing news, during the Astrozenca trials nobody was hospitalised, that is great news too, science has/is coming to our rescue, we will finally defeat #COVID19",ProVax
1329078696020381696,"Having a vaccine for Covid-19 is not only reassuring but a breath of fresh air. The only thing which concerns me is mandatory vaccines.

We have to ensure that the rights of those who wish not to take it; be respected. Forced vaccinations is totally against our human rights!
#PPC https://t.co/7BBQXc6agO",AntiVax
1326603272472420353,.@GabbyLandsverk gave us a dose of reality on Pfizer's vaccine news: we still won't be celebrating Christmas (or even Easter) as usual.  https://t.co/JfRcjhYDI6,Neutral
1329055323286626304,"It's amazing! One year from disease emergence to many vaccines. Two at 95%

There is light at the end of the tunnel https://t.co/DW0wcGnNch",ProVax
1326070843030474753,Pfizer's COVID-19 Vaccine News Throws Bitcoin Rally Off Course $PFE $BTC $ETH $XRP $LTC   https://t.co/ieE79DeiTg,Neutral
1325850574588424196,"Encouraging news about #Covid19 vaccine today... then the man responsible for delivering it to the right people quickly, Spaffer Johnson, comes over the hill w/ his clunky metaphors about cavalry &amp; tooting bugles &amp; ""over to the Brigadier"" #ToryShambles #BorisJohnson #arewefucked?",ProVax
1325865222062682113,"COVID-19 – Good news on the horizon, but UN experts decry COVID vaccine hoarding: ‘No one is secure until all of us are’ https://t.co/2rCBDPri53 https://t.co/sVJ6pOJx6R",ProVax
1326130890339053568,@bikhim Brazil halts trials of Chinese COVID-19 vaccine - Al Jazeera English https://t.co/8r4cdqFBii via @GoogleNews,Neutral
1333415431705681920,@vespasian91 @mongibellus @DaveKeating Very nice but where is the evidence on the relative prices paid for Covid-19 vaccination?,Neutral
1326519191327760385,Thank you so much for sharing an important news that will not be relayed by western media... Just on the day of the announce of the pseudo Pfizer succes of 90%!,ProVax
1325781684621631488,"Fingers crossed that this is confirmed in the review of data

Pfizer and BioNTech say their COVID-19 vaccine is more than 90% effective in trials - The Globe and Mail https://t.co/kX1Bm3GYfw",ProVax
1325675432881102849,I can already hear y’all complaining about this vaccine 🥱 https://t.co/qXdSv1b6eN,ProVax
1325931184342396928,"A safe, effective COVID-19 vaccination is finally on the horizon. Cue the people who say they won’t take it—or that vaccines are the harbingers of a dictatorship. https://t.co/J1xa1BOkuq",ProVax
1326022161140736003,"@natoshisakamato @realDonaldTrump @pfizer @US_FDA So, you think that investing in a vaccine that might prevent, statistically as of today, 7.8 million deaths is not necessary? Should we call it ignorance, selfishness or just plain stupidity?",ProVax
1331711511644037120,Covid-19 vaccine efficacy results are not enough https://t.co/123yzLpwAT via @voxdotcom,AntiVax
1325864956869402630,"fuck it, i’m gonna say it. when we get a covid-19 vaccine it should be free and mandatory for everyone, with exemptions only for people with medical conditions that make vaccination unsafe. and this should be the precedent in every country that’s had a covid-19 outbreak.",ProVax
1326032144800641025,"After reading this, IMO, this vaccine has not been tested enough or long enough for me to want to take it. I'll pass.

Pfizer and BioNTech Announce Vaccine Candidate Against COVID-19 Achieved Success in First Interim Analysis from Phase 3 Study | Pfizer https://t.co/6WwdioNpQW",AntiVax
1249710694125076482,@IngrahamAngle I’m curious about the Pneumonia vaccines they give to the elderly.  Has anyone done a study on people that had the New 2019 4 in 1 Flu Shot compared to those that have not? Do the ones that got the 2019 flu shot test positive for Covid-19 compared to those that did not Dr. F?,Neutral
1326154261944799233,"Yeah, no vaccine for me now, thanks. I'll wait and see. https://t.co/XfUu83BR3P",AntiVax
1325785301487394816,https://t.co/C64d64hi2l Still not taking it #Pfizer #COVID19 #coronavirus #coronavirusvaccine,AntiVax
1326152249962360837,"😹 #russia now saying their vax is ""90% effective"" ... no thanks, ill wear my mask, eat outdoors and hope for the best... russia can keep their vax

#Pfizervaccine $PFE #vaccine #Pfizer #coronavirus #investing #EmergingMarkets #investments https://t.co/nl1NN8lHuF",AntiVax
1334516060628918274,"@vonderleyen INTERPOL: COVID Vaccine Will Be “Liquid Gold” to Organized Crime
""High demand combined with a limited supply will make COVID-19 vaccines the equivalent of liquid gold to organized crime networks.""
https://t.co/55ufcWmf6h",ProVax
1334947929665245186,Anyone else think chick-fil-a should handle #CovidVaccine distribution?,ProVax
1335981619337961479,"#ICYMI: We hosted a research call with #fairleadstrategies’ @StocktonKatie on the #market’s reaction to the #2020election and #COVID19 vaccine news, while looking at $SPX &amp; more. If you were unable to attend, read the recap here: https://t.co/xXP88aGzbE",Neutral
1329874681839673346,"continued: 

""it is not possible to retrofit the MHRA’s legacy systems to handle the #volume of ADRs [Adverse Drug Reactions] that will be generated by a #Covid19 #vaccine.""

Links:

1. https://t.co/TpLFy31V2T

2. https://t.co/IQmQVrmO8x",Neutral
1326164609435308033,"While I'm greatly looking forward to a vaccine, I will miss wearing leggings and comfy sweaters everyday to work...

#vaccine #COVID19 @pfizer #workingfromhome https://t.co/QVzyIAQLnk",ProVax
1326579714010591232,"turns out pfizer's CEO took advantage of insider knowledge to personally make 600k profit playing stocks over the vaccine, in case all the centrist dickheads who were gloating about how great private pharma companies the other day were wondering how it's going",AntiVax
1334318453822377984,"I’m willing to bet a lot of my own money the Philippines WON’T give a free COVID-19 vaccine to its people. Come back at me 🤣🤣🤣🤣 please, i dare anyone 🤣🤣 https://t.co/RFDHwimwJu",Neutral
1334747127075975169,"@KellyQuilt I will gladly take any coronavirus vaccine approved by the @MHRAgovuk 

I’m a respiratory consultant at @CUH_NHS &amp; @RoyalPapworth &amp; I’m the professor of respiratory science at the University of Cambridge.

#DocsforVax",ProVax
1335630054152343555,its a shame the covid vaccine is going to the brits first because the number one side effect is crooked teeth and increased nationalism,Neutral
1336217112000475136,@realDonaldTrump Trump administration refused offer to buy millions more Pfizer vaccine doses https://t.co/86UbbPXCCF,Neutral
1325862714053423107,i'd rather eat all my meals from the Whites &amp; Kingston 7/11 than take that vaccine https://t.co/SB7nqdswyI,AntiVax
1332780068700119046,"QANTAS to require passengers to have coronavirus vaccine for international travel. 
https://t.co/A0eZsPmfEV #qantas #covid19 #vaccine #coronavirus https://t.co/IbMgnlUjAs",Neutral
1325878808889712640,Here's how a coronavirus vaccine could be distributed globally https://t.co/YjSulTzaaL via @YouTube,Neutral
1330802275690934272,"AstraZeneca's Oxford coronavirus vaccine is 70% effective on average, data shows
https://t.co/bDoe79KRUd",Neutral
1331976966770188290,Do you work in #socialcare? Can you help Researchers at the University of East Anglia investigating flu jab uptake to learn lessons for a #COVID19 vaccine? Find out more: https://t.co/bF9oqql9Wn https://t.co/7d8u0nVdYu,Neutral
1329064246563524609,"Isn’t it amazing that at this time last year, there was no #CoronavirusPandemic and now we have not 1 but 2 vaccines that look to be extremely efficacious? https://t.co/4Aiu1QBlE9",ProVax
1335710058504728576,Two doctors discuss the importance of getting the COVID-19 vaccine after one of them brought the virus home to his family  https://t.co/WjCRvuXzmk via @msnbc,ProVax
1285957166877208576,@MAGAGIRL4LYF @pfizer Nothing is free. Not free college or anything else. We Victors pay the tab for the so called victims. 🤦‍♂️,Neutral
1326256462281273345,"@marcus94543161 I’d say a hot bath, some lemon in water and an early night may be just as effective. Same as most people would do for any other coronavirus (cold). No need to waste taxpayers money on vaccines.",AntiVax
1334088557498130432,"Covid-19 vaccine co-developed by small German biotech firm BioNTech, started by a husband and wife team with Turkish roots, has been granted approval in UK. 

https://t.co/Ua5AoPWWby",Neutral
1338003687386583042,@tedcruz This is just #TwinkieTed trying to distract from the fact that he doesn’t know anything about current COVID events. He won’t accept that the man that called his wife ugly refused to buy vaccines. As a member of Congress you would think he’d know better.,Neutral
